,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
8123,SO - 0005838,2017-07-16,Wholesale,12,3859.2000000000003,46310.4,2817.2160000000003,1041.984,Oozz Group,Product 1,Lubbock County,TX,Texas,City,33.57786,-101.85517,249042,South,3016489.209
8124,SO - 0007925,2017-07-16,Distributor,5,2479.0,12395.0,1760.09,718.9100000000001,American Corp,Product 13,Hamilton County,OH,Ohio,City,39.162,-84.45689,298550,Midwest,3720639.645
8125,SO - 0008095,2017-07-16,Distributor,10,6070.2,60702.0,4127.736,1942.464,Topiczoom Corp,Product 18,La Crosse County,WI,Wisconsin,City,43.80136,-91.23958,52306,Midwest,2309499.045
8126,SO - 0008493,2017-07-16,Distributor,6,1762.1000000000001,10572.6,1427.3010000000002,334.799,Eayo Company,Product 24,Washoe County,NV,Nevada,City,39.534909999999996,-119.75269,96094,West,756557.97
8127,SO - 0009973,2017-07-16,Distributor,9,1876.0,16884.0,1575.84,300.1600000000001,Kaymbo Company,Product 18,Wayne County,MI,Michigan,Charter Township,42.30754,-83.48577,89879,Midwest,2309499.045
8128,SO - 0008516,2017-07-16,Wholesale,9,5956.3,53606.700000000004,4467.225,1489.0749999999998,Deseret Group,Product 14,Douglas County,CO,Colorado,CDP,39.55388,-104.96943,101350,West,4028698.4090000005
8129,SO - 0001231,2017-07-16,Distributor,6,1065.3,6391.799999999999,468.73199999999997,596.568,Wordpedia Ltd,Product 2,Marion County,FL,Florida,City,29.1872,-82.14009,58218,South,3050087.565
8130,SO - 0001557,2017-07-16,Distributor,8,670.0,5360.0,475.7,194.3,H Ltd,Product 6,Fort Bend County/Harris County/Montgomery County,TX,Texas,City,29.78664,-95.3909,2296224,South,1672229.416
8131,SO - 0003826,2017-07-16,Wholesale,5,897.8000000000001,4489.0,619.482,278.3180000000001,Tambee Company,Product 30,Harrison County/Gregg County,TX,Texas,City,32.51934,-94.76459,82287,South,1011609.684
8132,SO - 0005170,2017-07-16,Export,7,2552.7000000000003,17868.9,1480.566,1072.1340000000002,WOCKHARDT Group,Product 26,San Mateo County,CA,California,City,37.48522,-122.23635,85288,West,5685138.2700000005
8133,SO - 0005509,2017-07-16,Export,11,2244.5,24689.5,1705.82,538.6800000000001,Talane Group,Product 25,Ventura County,CA,California,City,34.26945,-118.78148,126788,West,5342315.484
8134,SO - 0005981,2017-07-16,Distributor,10,2311.5,23115.0,1086.405,1225.095,Mita Corp,Product 5,Essex County,MA,Massachusetts,City,42.7762,-71.07728,62765,Northeast,3925424.5420000004
8135,SO - 0006251,2017-07-16,Wholesale,6,984.9,5909.4,512.148,472.75199999999995,Omba Group,Product 18,Pinellas County,FL,Florida,City,27.8428,-82.69954,51617,South,2309499.045
8136,SO - 0010752,2017-07-16,Export,8,2653.2000000000003,21225.600000000002,1167.4080000000001,1485.7920000000001,Pixoboo Corp,Product 13,Cameron County,TX,Texas,City,26.19063,-97.6961,65774,South,3720639.645
8137,SO - 0008587,2017-07-16,Wholesale,5,227.8,1139.0,186.796,41.00400000000002,Zoonoodle Ltd,Product 14,Los Angeles County,CA,California,City,34.01945,-118.49119,93220,West,4028698.4090000005
8138,SO - 0001992,2017-07-16,Export,11,897.8000000000001,9875.800000000001,493.7900000000001,404.01,H Ltd,Product 6,Orange County,FL,Florida,CDP,28.5641,-81.2114,85561,South,1672229.416
8139,SO - 0003676,2017-07-16,Export,5,3423.7000000000003,17118.5,2191.168,1232.5320000000002,Viva Ltd,Product 5,San Bernardino County,CA,California,City,34.03363,-117.04309,53328,West,3925424.5420000004
8140,SO - 0005586,2017-07-16,Wholesale,6,268.0,1608.0,209.04000000000002,58.95999999999998,Flipbug Ltd,Product 25,San Bernardino County,CA,California,City,34.09751,-117.64839,76443,West,5342315.484
8141,SO - 0006551,2017-07-16,Export,9,1105.5,9949.5,884.4000000000001,221.0999999999999,Browsebug Company,Product 13,Clark County,IN,Indiana,Township,38.31459,-85.73894,60853,Midwest,3720639.645
8142,SO - 0008481,2017-07-16,Wholesale,8,3852.5,30820.0,3236.1,616.4000000000001,Wordpedia Ltd,Product 20,Shelby County,TN,Tennessee,City,35.20453,-89.87398,58579,South,2067108.1199999999
8143,SO - 0008640,2017-07-16,Distributor,6,1701.8,10210.8,816.8639999999999,884.936,Realcube Company,Product 26,Sarasota County,FL,Florida,City,27.33643,-82.53065,55118,South,5685138.2700000005
8144,SO - 0010199,2017-07-16,Wholesale,11,247.9,2726.9,195.841,52.059,Blogspan Ltd,Product 16,Buchanan County,MO,Missouri,City,39.76861,-94.84663,76596,Midwest,2062061.144
8145,SO - 0009667,2017-07-16,Distributor,11,6378.400000000001,70162.40000000001,4783.8,1594.6000000000004,Organon Corp,Product 5,Orange County,CA,California,City,33.70918,-117.95367,56987,West,3925424.5420000004
8146,SO - 000413,2017-07-16,Wholesale,9,1889.4,17004.600000000002,1398.156,491.24400000000014,Mita Corp,Product 17,Macomb County,MI,Michigan,City,42.58031,-83.0302,132052,Midwest,2119616.824
8147,SO - 0003360,2017-07-16,Distributor,10,3953.0,39530.0,1818.38,2134.62,Mydo Corp,Product 6,Camden County,NJ,New Jersey,Township,39.79219,-75.03606,63939,Northeast,1672229.416
8148,SO - 0004493,2017-07-16,Wholesale,10,1045.2,10452.0,742.092,303.10800000000006,Realpoint Corp,Product 7,Pierce County,WA,Washington,City,47.17176,-122.51846,59829,West,889737.555
8149,SO - 0008959,2017-07-16,Distributor,12,1889.4,22672.800000000003,906.912,982.488,Livepath Corp,Product 3,San Bernardino County,CA,California,City,34.03363,-117.04309,53328,West,2642352.432
8150,SO - 0009813,2017-07-16,Wholesale,8,1929.6000000000001,15436.800000000001,1234.9440000000002,694.656,Alembic Ltd,Product 23,Riverside County,CA,California,City,33.72835,-117.14642,87174,West,1135815.7580000001
8151,SO - 0001014,2017-07-16,Wholesale,11,3912.8,43040.8,3286.752,626.0480000000002,Organon Corp,Product 20,Anoka County,MN,Minnesota,City,45.11997,-93.28773,62240,Midwest,2067108.1199999999
8152,SO - 0002341,2017-07-16,Distributor,8,227.8,1822.4,104.78800000000001,123.012,Topco Company,Product 19,Pierce County,WA,Washington,City,47.17176,-122.51846,59829,West,1645841.6
8153,SO - 0004271,2017-07-16,Wholesale,11,1078.7,11865.7,463.841,614.859,Cogilith Group,Product 22,Orange County,CA,California,City,33.6603,-117.99923,201899,West,663601.902
8154,SO - 0005551,2017-07-16,Distributor,8,2499.1,19992.8,1774.3609999999999,724.739,Wordtune Company,Product 26,Los Angeles County,CA,California,City,33.88835,-118.30896,60447,West,5685138.2700000005
8155,SO - 0008854,2017-07-16,Distributor,11,2680.0,29480.0,1608.0,1072.0,Wordtune Company,Product 25,Stanislaus County,CA,California,City,37.6391,-120.99688,211266,West,5342315.484
8156,SO - 0008554,2017-07-16,Export,12,917.9,11014.8,495.666,422.234,Talane Group,Product 14,Winnebago County,IL,Illinois,Township,42.24868,-89.07452,173110,Midwest,4028698.4090000005
8157,SO - 000290,2017-07-16,Distributor,6,710.2,4261.200000000001,390.61000000000007,319.59,Talane Group,Product 25,Knox County,TN,Tennessee,City,35.96064,-83.92074,185291,South,5342315.484
8158,SO - 0001501,2017-07-16,Distributor,7,1125.6000000000001,7879.200000000001,697.8720000000001,427.72800000000007,Cogidoo Company,Product 23,Cook County,IL,Illinois,Township,41.86472,-87.87119,151772,Midwest,1135815.7580000001
8159,SO - 0002103,2017-07-16,Wholesale,7,1829.1000000000001,12803.7,1444.9890000000003,384.1109999999999,Realcube Company,Product 26,Cook County,IL,Illinois,Township,41.86472,-87.87119,151772,Midwest,5685138.2700000005
8160,SO - 0002496,2017-07-16,Distributor,6,2532.6,15195.599999999999,2102.058,430.5419999999999,Livepath Corp,Product 3,Lafayette Parish,LA,Louisiana,City,30.22409,-92.01984,127657,South,2642352.432
8161,SO - 0002643,2017-07-16,Wholesale,11,1025.1000000000001,11276.100000000002,584.307,440.7930000000001,Livepath Corp,Product 12,Santa Fe County,NM,New Mexico,City,35.68698,-105.9378,84099,West,1356976.996
8162,SO - 0004667,2017-07-16,Distributor,12,3865.9,46390.8,1855.632,2010.268,Quaxo Ltd,Product 14,Lorain County,OH,Ohio,City,41.45282,-82.18237,63647,Midwest,4028698.4090000005
8163,SO - 0004770,2017-07-16,Export,5,1809.0,9045.0,1049.22,759.78,Fivechat Company,Product 3,Williamson County,TX,Texas,City,30.63269,-97.67723,63716,South,2642352.432
8164,SO - 0005414,2017-07-16,Wholesale,7,1835.8,12850.6,1413.566,422.2339999999999,Eayo Company,Product 25,Merced County,CA,California,City,37.30216,-120.48297,82436,West,5342315.484
8165,SO - 0008952,2017-07-16,Wholesale,12,221.1,2653.2,172.458,48.641999999999996,Lazzy Group,Product 26,Allen County,IN,Indiana,Township,41.13925,-85.05898,74550,Midwest,5685138.2700000005
8166,SO - 0001955,2017-07-17,Wholesale,8,6532.5,52260.0,3984.825,2547.675,Cogidoo Company,Product 4,Clark County,WA,Washington,City,45.63873,-122.66149,172860,West,2885560.824
8167,SO - 0003545,2017-07-17,Wholesale,7,6411.900000000001,44883.3,4680.687,1731.2130000000006,Podcat Corp,Product 18,Aransas County/Kleberg County/Nueces County/San Patricio County,TX,Texas,City,27.75425,-97.17339,324074,South,2309499.045
8168,SO - 0004339,2017-07-17,Distributor,7,1051.9,7363.300000000001,631.14,420.7600000000001,WOCKHARDT Group,Product 4,DoÃƒÂ±a Ana County,NM,New Mexico,City,32.31232,-106.77834,101643,West,2885560.824
8169,SO - 0005294,2017-07-17,Wholesale,9,214.4,1929.6000000000001,139.36,75.03999999999999,Geiss Company,Product 25,Brevard County,FL,Florida,City,28.08363,-80.60811,80127,South,5342315.484
8170,SO - 0005747,2017-07-17,Distributor,9,1206.0,10854.0,747.72,458.28,Epic Group,Product 25,Sacramento County,CA,California,City,38.4088,-121.37162,166913,West,5342315.484
8171,SO - 0007346,2017-07-17,Distributor,10,1118.9,11189.0,883.9310000000002,234.96899999999994,Aromaticos Company,Product 25,Flagler County,FL,Florida,City,29.58497,-81.20784,82893,South,5342315.484
8172,SO - 0009655,2017-07-17,Wholesale,11,1072.0,11792.0,536.0,536.0,Divanoodle Ltd,Product 15,McLean County,IL,Illinois,Township,40.47578,-88.96991,78292,Midwest,3299478.315
8173,SO - 0009434,2017-07-17,Wholesale,7,1085.4,7597.800000000001,738.0720000000001,347.328,Deseret Group,Product 14,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,Midwest,4028698.4090000005
8174,SO - 000951,2017-07-17,Export,6,1051.9,6311.400000000001,641.659,410.2410000000001,Thoughtmix Ltd,Product 2,Peoria County,IL,Illinois,Township,40.74495,-89.60964,104291,Midwest,3050087.565
8175,SO - 0001122,2017-07-17,Wholesale,12,1829.1000000000001,21949.2,1188.9150000000002,640.185,Bath Group,Product 2,Los Angeles County,CA,California,City,33.95474,-118.21202,96401,West,3050087.565
8176,SO - 0001230,2017-07-17,Distributor,10,1072.0,10720.0,460.96,611.04,Realpoint Corp,Product 16,Alameda County,CA,California,City,37.66882,-122.0808,158289,West,2062061.144
8177,SO - 0001802,2017-07-17,Distributor,9,1159.1000000000001,10431.900000000001,533.186,625.9140000000001,General Company,Product 18,Buchanan County,MO,Missouri,City,39.76861,-94.84663,76596,Midwest,2309499.045
8178,SO - 0002281,2017-07-17,Distributor,7,1802.3,12616.1,720.9200000000001,1081.3799999999999,NARS Group,Product 26,Placer County,CA,California,City,38.79073,-121.23578,61213,West,5685138.2700000005
8179,SO - 0004946,2017-07-17,Wholesale,5,1748.7,8743.5,909.3240000000001,839.376,Army Group,Product 1,Sarasota County,FL,Florida,City,27.04422,-82.23593,62345,South,3016489.209
8180,SO - 0007046,2017-07-17,Distributor,12,804.0,9648.0,538.6800000000001,265.31999999999994,Safecor Corp,Product 22,Los Angeles County,CA,California,City,33.90224,-118.08173,107140,West,663601.902
8181,SO - 0010683,2017-07-17,Wholesale,9,817.4,7356.599999999999,531.3100000000001,286.0899999999999,Skiptube Ltd,Product 25,Middlesex County,MA,Massachusetts,CDP,42.27926,-71.41617,69900,Northeast,5342315.484
8182,SO - 0001212,2017-07-17,Distributor,7,3517.5,24622.5,2673.3,844.1999999999998,Skyble Corp,Product 25,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,257636,South,5342315.484
8183,SO - 0002607,2017-07-17,Wholesale,12,1728.6000000000001,20743.2,1331.0220000000002,397.578,Zooveo Company,Product 29,Allen County,IN,Indiana,City,41.1306,-85.12886,260326,Midwest,594471.5700000001
8184,SO - 0008024,2017-07-17,Wholesale,7,1132.3,7926.099999999999,690.703,441.597,Realbridge Corp,Product 26,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,452745,South,5685138.2700000005
8185,SO - 0009955,2017-07-17,Wholesale,11,2720.2000000000003,29922.200000000004,2176.1600000000003,544.04,Arbor Company,Product 3,Riverside County,CA,California,City,33.72835,-117.14642,87174,West,2642352.432
8186,SO - 0001878,2017-07-17,Distributor,6,1835.8,11014.8,1083.1219999999998,752.6780000000001,Geiss Company,Product 28,Wayne County,MI,Michigan,City,42.33143,-83.04575,677116,Midwest,1003867.767
8187,SO - 0003939,2017-07-17,Distributor,11,2304.8,25352.800000000003,1590.312,714.4880000000003,Browsetype Corp,Product 26,Schenectady County,NY,New York,City,42.81424,-73.93957,65305,Northeast,5685138.2700000005
8188,SO - 0007581,2017-07-17,Distributor,12,998.3000000000001,11979.6,628.9290000000001,369.371,ALK-Abello Ltd,Product 12,Riverside County,CA,California,City,33.95333,-117.39611,322424,West,1356976.996
8189,SO - 0009448,2017-07-17,Distributor,9,2010.0,18090.0,884.4,1125.6,Kare Corp,Product 6,Harris County,TX,Texas,CDP,29.99883,-95.1766,69470,South,1672229.416
8190,SO - 0010607,2017-07-17,Distributor,7,2599.6,18197.2,1819.7199999999998,779.8800000000001,Bluezoom Group,Product 1,Shelby County/Jefferson County,AL,Alabama,City,33.52744,-86.79905,212461,South,3016489.209
8191,SO - 0008433,2017-07-17,Distributor,7,5909.400000000001,41365.8,4432.05,1477.3500000000004,Accord Group,Product 2,Sacramento County,CA,California,City,38.67796,-121.17606,76375,West,3050087.565
8192,SO - 0010672,2017-07-17,Wholesale,6,2566.1,15396.599999999999,1950.2359999999999,615.864,Wordpedia Ltd,Product 19,Cuyahoga County,OH,Ohio,City,41.4995,-81.69541,388072,Midwest,1645841.6
8193,SO - 000813,2017-07-17,Wholesale,8,2445.5,19564.0,1100.4750000000001,1345.0249999999999,GOOD Ltd,Product 5,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,68094,South,3925424.5420000004
8194,SO - 000914,2017-07-17,Wholesale,10,1085.4,10854.0,672.9480000000001,412.452,Topiczoom Corp,Product 13,Ocean County,NJ,New Jersey,CDP,39.95373,-74.19792,89459,Northeast,3720639.645
8195,SO - 0002300,2017-07-17,Distributor,11,971.5,10686.5,612.045,359.45500000000004,Voolith Ltd,Product 26,San Mateo County,CA,California,City,37.70583,-122.46194,106562,West,5685138.2700000005
8196,SO - 0005589,2017-07-17,Wholesale,9,234.5,2110.5,194.635,39.86500000000001,SAFEWAY Ltd,Product 17,Richmond County/Queens County/Kings County/New York County/Bronx County,NY,New York,City,40.66347,-73.9387,8550405,Northeast,2119616.824
8197,SO - 0007786,2017-07-17,Distributor,6,1755.4,10532.400000000001,1456.982,298.4180000000001,Fivebridge Ltd,Product 25,San Mateo County,CA,California,City,37.70583,-122.46194,106562,West,5342315.484
8198,SO - 0002197,2017-07-18,Wholesale,9,3892.7000000000003,35034.3,2374.547,1518.1530000000002,Wise Company,Product 25,Salt Lake County,UT,Utah,City,40.66772,-111.93883,60514,West,5342315.484
8199,SO - 0003448,2017-07-18,Wholesale,8,1072.0,8576.0,825.44,246.55999999999995,Kare Corp,Product 3,Alameda County,CA,California,City,37.66882,-122.0808,158289,West,2642352.432
8200,SO - 0005154,2017-07-18,Export,8,857.6,6860.8,660.3520000000001,197.24799999999993,Rochester Group,Product 21,Nassau County,NY,New York,CDP,40.72593,-73.51429,52485,Northeast,959899.2180000001
8201,SO - 0005562,2017-07-18,Wholesale,7,3953.0,27671.0,1976.5,1976.5,Colgate-Pa Group,Product 12,Kern County,CA,California,City,35.76884,-119.24705,52733,West,1356976.996
8202,SO - 0006212,2017-07-18,Wholesale,7,1011.7,7081.900000000001,839.711,171.98900000000003,CLINIQUE Ltd,Product 13,Los Angeles County,CA,California,City,33.97918,-118.03284,87438,West,3720639.645
8203,SO - 0010298,2017-07-18,Wholesale,8,2311.5,18492.0,1386.8999999999999,924.6000000000001,Skiptube Ltd,Product 15,Cabarrus County,NC,North Carolina,City,35.40875,-80.57951,87696,South,3299478.315
8204,SO - 0009218,2017-07-18,Wholesale,5,1742.0,8710.0,1463.28,278.72,Trunyx Ltd,Product 14,Alameda County,CA,California,City,37.80437,-122.2708,419267,West,4028698.4090000005
8205,SO - 0010152,2017-07-18,Wholesale,11,180.9,1989.9,74.169,106.73100000000001,Janyx Group,Product 28,Eau Claire County/Chippewa County,WI,Wisconsin,City,44.81966,-91.49488,67778,Midwest,1003867.767
8206,SO - 0002266,2017-07-18,Wholesale,6,1829.1000000000001,10974.6,804.8040000000001,1024.296,SHISEIDO Ltd,Product 15,Marion County,IN,Indiana,Township,39.77186,-86.26094,142010,Midwest,3299478.315
8207,SO - 0005123,2017-07-18,Wholesale,6,1279.7,7678.200000000001,639.85,639.85,WOONSOCKET Corp,Product 1,Lubbock County,TX,Texas,City,33.57786,-101.85517,249042,South,3016489.209
8208,SO - 0006882,2017-07-18,Export,8,1018.4,8147.2,570.3040000000001,448.0959999999999,Trunyx Ltd,Product 6,Fairfield County,CT,Connecticut,Town,41.07986,-73.54603,128874,Northeast,1672229.416
8209,SO - 000128,2017-07-18,Wholesale,11,3999.9,43998.9,2679.9330000000004,1319.9669999999996,Tagfeed Ltd,Product 13,Brevard County,FL,Florida,City,28.08363,-80.60811,80127,South,3720639.645
8210,SO - 0001953,2017-07-18,Distributor,11,1098.8,12086.8,593.352,505.448,Shuffledri Group,Product 27,Newton County/Jasper County,MO,Missouri,City,37.07636,-94.50121,51818,Midwest,964940.2310000001
8211,SO - 0002173,2017-07-18,Distributor,6,1065.3,6391.799999999999,607.2209999999999,458.07900000000006,WOCKHARDT Group,Product 18,Cook County,IL,Illinois,Township,41.69043,-87.74383,152861,Midwest,2309499.045
8212,SO - 0002198,2017-07-18,Export,6,3979.8,23878.800000000003,1870.506,2109.294,Yodoo Ltd,Product 22,Dane County,WI,Wisconsin,City,43.07305,-89.40123,248951,Midwest,663601.902
8213,SO - 0003507,2017-07-18,Distributor,6,1112.2,6673.200000000001,556.1,556.1,Roomm Company,Product 5,Orange County,CA,California,City,33.64113,-117.91867,113204,West,3925424.5420000004
8214,SO - 0007838,2017-07-18,Export,12,750.4,9004.8,495.264,255.13599999999997,Fred's Company,Product 20,Shelby County,TN,Tennessee,City,35.14953,-90.04898,655770,South,2067108.1199999999
8215,SO - 0008055,2017-07-18,Wholesale,12,5554.3,66651.6,3499.2090000000003,2055.091,Tagfeed Ltd,Product 25,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,Midwest,5342315.484
8216,SO - 0006317,2017-07-18,Export,6,2378.5,14271.0,1070.325,1308.175,Realbridge Corp,Product 16,McHenry County,IL,Illinois,Township,42.20028,-88.41561,54213,Midwest,2062061.144
8217,SO - 0007227,2017-07-18,Wholesale,10,1721.9,17219.0,1050.359,671.5410000000002,Skippad Ltd,Product 19,Madison County,IN,Indiana,Township,40.08977,-85.68945,55551,Midwest,1645841.6
8218,SO - 0007428,2017-07-18,Distributor,7,770.5,5393.5,562.465,208.03499999999997,Army Group,Product 4,Jackson County,OR,Oregon,City,42.32652,-122.87559,79805,West,2885560.824
8219,SO - 0010045,2017-07-18,Distributor,10,3899.4,38994.0,3119.5200000000004,779.8799999999997,Wordpedia Ltd,Product 6,Cook County/Will County,IL,Illinois,Village,41.56858,-87.80422,57143,Midwest,1672229.416
8220,SO - 0009650,2017-07-18,Distributor,6,1956.4,11738.400000000001,1447.736,508.664,WOCKHARDT Group,Product 2,Chesapeake city,VA,Virginia,City,36.81904,-76.27494,235429,South,3050087.565
8221,SO - 0009976,2017-07-18,Distributor,9,6103.7,54933.299999999996,3051.85,3051.85,Devpoint Group,Product 26,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,1469845,South,5685138.2700000005
8222,SO - 0008335,2017-07-18,Wholesale,5,1045.2,5226.0,836.1600000000001,209.03999999999996,Linklinks Ltd,Product 26,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,257636,South,5685138.2700000005
